name	taxonomy_id	taxonomy_lvl	14_genus.bracken_num	14_genus.bracken_frac	17_genus.bracken_num	17_genus.bracken_frac	19_genus.bracken_num	19_genus.bracken_frac	20_genus.bracken_num	20_genus.bracken_frac	2126_genus.bracken_num	2126_genus.bracken_frac	22a_genus.bracken_num	22a_genus.bracken_frac	22b_genus.bracken_num	22b_genus.bracken_frac	25_genus.bracken_num	25_genus.bracken_frac	2621_genus.bracken_num	2621_genus.bracken_frac	27_genus.bracken_num	27_genus.bracken_frac	Stan_genus.bracken_num	Stan_genus.bracken_frac
Stackebrandtia	283810	G	123	0.00000	733	0.00003	140	0.00001	99	0.00000	40	0.00000	28	0.00000	80	0.00000	62	0.00000	177	0.00001	74	0.00001	72	0.00001
Blastococcus	38501	G	39	0.00000	391	0.00002	107	0.00000	39	0.00000	30	0.00000	29	0.00000	62	0.00000	19	0.00000	86	0.00001	96	0.00001	86	0.00001
Modestobacter	88138	G	34	0.00000	504	0.00002	95	0.00000	129	0.00000	39	0.00000	21	0.00000	51	0.00000	44	0.00000	48	0.00000	67	0.00001	34	0.00000
Geodermatophilus	1860	G	16	0.00000	450	0.00002	53	0.00000	187	0.00001	41	0.00000	17	0.00000	43	0.00000	11	0.00000	131	0.00001	82	0.00001	68	0.00001
Catenulispora	414878	G	90	0.00000	649	0.00003	217	0.00001	261	0.00001	93	0.00001	65	0.00001	118	0.00001	87	0.00001	293	0.00002	129	0.00001	89	0.00001
Jiangella	281472	G	71	0.00000	1469	0.00007	371	0.00002	294	0.00001	85	0.00001	71	0.00001	179	0.00001	70	0.00000	375	0.00003	267	0.00002	111	0.00001
Kineococcus	33981	G	64	0.00000	377	0.00002	170	0.00001	319	0.00001	66	0.00001	39	0.00000	74	0.00000	16	0.00000	197	0.00001	60	0.00000	59	0.00001
Acidothermus	28048	G	60	0.00000	212	0.00001	68	0.00000	126	0.00000	50	0.00001	19	0.00000	46	0.00000	65	0.00000	160	0.00001	43	0.00000	26	0.00000
Actinopolyspora	1849	G	30	0.00000	324	0.00001	113	0.00001	32	0.00000	21	0.00000	20	0.00000	54	0.00000	20	0.00000	77	0.00001	38	0.00000	52	0.00001
Thermobispora	147067	G	28	0.00000	450	0.00002	54	0.00000	37	0.00000	17	0.00000	11	0.00000	39	0.00000	39	0.00000	48	0.00000	48	0.00000	37	0.00000
Epidermidibacterium	2078948	G	22	0.00000	299	0.00001	146	0.00001	79	0.00000	20	0.00000	12	0.00000	52	0.00000	28	0.00000	116	0.00001	71	0.00001	66	0.00001
Adlercreutzia	447020	G	337420	0.01368	326694	0.01508	88390	0.00412	243418	0.00713	878	0.00010	29726	0.00350	77533	0.00378	81078	0.00546	55671	0.00376	45796	0.00354	44082	0.00434
Eggerthella	84111	G	149152	0.00605	85821	0.00396	28334	0.00132	155324	0.00455	71715	0.00818	27296	0.00321	73483	0.00359	107759	0.00725	43389	0.00293	12227	0.00094	9817	0.00097
Gordonibacter	644652	G	58675	0.00238	75352	0.00348	49063	0.00229	76820	0.00225	63484	0.00724	19965	0.00235	53157	0.00259	69396	0.00467	11344	0.00077	32893	0.00254	3523	0.00035
Arabia	2005386	G	1933	0.00008	5657	0.00026	2149	0.00010	2070	0.00006	1215	0.00014	466	0.00005	1183	0.00006	1120	0.00008	2565	0.00017	1214	0.00009	882	0.00009
Phoenicibacter	1981050	G	808	0.00003	771	0.00004	2688	0.00013	1984	0.00006	478	0.00005	302	0.00004	569	0.00003	752	0.00005	1284	0.00009	586	0.00005	300	0.00003
Slackia	84108	G	686	0.00003	5193	0.00024	1777	0.00008	6311	0.00018	467	0.00005	344	0.00004	782	0.00004	648	0.00004	2794	0.00019	1113	0.00009	838	0.00008
Denitrobacterium	79603	G	375	0.00002	3222	0.00015	1155	0.00005	2161	0.00006	310	0.00004	300	0.00004	762	0.00004	487	0.00003	2233	0.00015	741	0.00006	513	0.00005
Cryptobacterium	84162	G	185	0.00001	473	0.00002	301	0.00001	359	0.00001	205	0.00002	117	0.00001	277	0.00001	250	0.00002	493	0.00003	136	0.00001	118	0.00001
Collinsella	102106	G	7823	0.00032	413865	0.01910	1300628	0.06064	1460698	0.04279	625798	0.07134	10138	0.00119	25634	0.00125	589091	0.03965	774962	0.05232	584691	0.04519	115898	0.01142
Coriobacterium	33870	G	158	0.00001	1489	0.00007	523	0.00002	660	0.00002	140	0.00002	132	0.00002	345	0.00002	272	0.00002	618	0.00004	428	0.00003	339	0.00003
Olsenella	133925	G	3270	0.00013	22687	0.00105	8748	0.00041	25307	0.00074	2951	0.00034	1462	0.00017	3501	0.00017	2550	0.00017	10705	0.00072	5680	0.00044	4005	0.00039
Lancefieldella	2767353	G	822	0.00003	1053	0.00005	478	0.00002	955	0.00003	197	0.00002	271	0.00003	612	0.00003	423	0.00003	567	0.00004	460	0.00004	298	0.00003
Libanicoccus	1935188	G	428	0.00002	6242	0.00029	3197	0.00015	3721	0.00011	637	0.00007	265	0.00003	608	0.00003	742	0.00005	2255	0.00015	1868	0.00014	892	0.00009
Parolsenella	2082587	G	416	0.00002	3953	0.00018	2202	0.00010	2834	0.00008	3304	0.00038	265	0.00003	600	0.00003	1641	0.00011	2178	0.00015	1468	0.00011	805	0.00008
Rubrobacter	42255	G	312	0.00001	2922	0.00013	626	0.00003	766	0.00002	294	0.00003	160	0.00002	378	0.00002	309	0.00002	632	0.00004	638	0.00005	360	0.00004
Baekduia	2600304	G	75	0.00000	817	0.00004	269	0.00001	142	0.00000	36	0.00000	39	0.00000	101	0.00000	24	0.00000	168	0.00001	137	0.00001	74	0.00001
Conexibacter	191494	G	168	0.00001	1102	0.00005	240	0.00001	461	0.00001	101	0.00001	44	0.00001	138	0.00001	145	0.00001	238	0.00002	221	0.00002	125	0.00001
Euzebya	908623	G	69	0.00000	704	0.00003	212	0.00001	174	0.00001	72	0.00001	28	0.00000	73	0.00000	47	0.00000	143	0.00001	142	0.00001	62	0.00001
Egibacter	1747770	G	27	0.00000	269	0.00001	107	0.00000	54	0.00000	26	0.00000	19	0.00000	57	0.00000	33	0.00000	90	0.00001	76	0.00001	37	0.00000
Egicoccus	1755825	G	27	0.00000	494	0.00002	75	0.00000	74	0.00000	23	0.00000	6	0.00000	36	0.00000	63	0.00000	96	0.00001	113	0.00001	71	0.00001
Actinomarinicola	2789775	G	51	0.00000	528	0.00002	115	0.00001	112	0.00000	41	0.00000	29	0.00000	71	0.00000	32	0.00000	127	0.00001	73	0.00001	46	0.00000
Ilumatobacter	682522	G	46	0.00000	418	0.00002	165	0.00001	329	0.00001	43	0.00000	19	0.00000	72	0.00000	27	0.00000	186	0.00001	127	0.00001	62	0.00001
Acidimicrobium	53634	G	11	0.00000	282	0.00001	13	0.00000	15	0.00000	1	0.00000	10	0.00000	9	0.00000	7	0.00000	36	0.00000	32	0.00000	19	0.00000
Synechococcus	1129	G	2156	0.00009	9332	0.00043	2916	0.00014	4004	0.00012	1386	0.00016	931	0.00011	2225	0.00011	1940	0.00013	3427	0.00023	2375	0.00018	1613	0.00016
Cyanobium	167375	G	196	0.00001	1561	0.00007	666	0.00003	680	0.00002	173	0.00002	157	0.00002	323	0.00002	140	0.00001	552	0.00004	447	0.00003	253	0.00002
Thermosynechococcus	146785	G	114	0.00000	566	0.00003	134	0.00001	262	0.00001	47	0.00001	40	0.00000	144	0.00001	188	0.00001	200	0.00001	133	0.00001	60	0.00001
Dactylococcopsis	13034	G	49	0.00000	116	0.00001	51	0.00000	50	0.00000	31	0.00000	18	0.00000	17	0.00000	22	0.00000	46	0.00000	44	0.00000	37	0.00000
Leptolyngbya	47251	G	379	0.00002	766	0.00004	269	0.00001	584	0.00002	119	0.00001	181	0.00002	415	0.00002	232	0.00002	370	0.00002	267	0.00002	191	0.00002
Prochlorococcus	1218	G	344	0.00001	877	0.00004	158	0.00001	384	0.00001	122	0.00001	94	0.00001	219	0.00001	327	0.00002	327	0.00002	421	0.00003	194	0.00002
Chamaesiphon	217161	G	158	0.00001	160	0.00001	30	0.00000	66	0.00000	19	0.00000	9	0.00000	26	0.00000	40	0.00000	71	0.00000	131	0.00001	41	0.00000
Pseudanabaena	1152	G	137	0.00001	329	0.00002	157	0.00001	293	0.00001	28	0.00000	38	0.00000	124	0.00001	152	0.00001	190	0.00001	151	0.00001	95	0.00001
Synechocystis	1142	G	81	0.00000	296	0.00001	105	0.00000	180	0.00001	45	0.00001	47	0.00001	94	0.00000	86	0.00001	106	0.00001	110	0.00001	71	0.00001
Acaryochloris	155977	G	71	0.00000	159	0.00001	101	0.00000	49	0.00000	85	0.00001	84	0.00001	187	0.00001	45	0.00000	128	0.00001	31	0.00000	41	0.00000
Halomicronema	170610	G	70	0.00000	294	0.00001	130	0.00001	206	0.00001	78	0.00001	67	0.00001	228	0.00001	84	0.00001	149	0.00001	113	0.00001	46	0.00000
Thermoleptolyngbya	2303528	G	64	0.00000	411	0.00002	144	0.00001	127	0.00000	12	0.00000	22	0.00000	98	0.00000	74	0.00000	91	0.00001	78	0.00001	29	0.00000
Moorea	1155738	G	316	0.00001	222	0.00001	59	0.00000	88	0.00000	16	0.00000	101	0.00001	187	0.00001	63	0.00000	94	0.00001	52	0.00000	53	0.00001
Oscillatoria	1158	G	198	0.00001	307	0.00001	106	0.00000	202	0.00001	99	0.00001	37	0.00000	97	0.00000	212	0.00001	175	0.00001	131	0.00001	64	0.00001
Microcoleus	44471	G	111	0.00000	206	0.00001	63	0.00000	82	0.00000	16	0.00000	15	0.00000	45	0.00000	207	0.00001	111	0.00001	42	0.00000	31	0.00000
Planktothrix	54304	G	147	0.00001	113	0.00001	75	0.00000	152	0.00000	43	0.00000	69	0.00001	115	0.00001	231	0.00002	121	0.00001	84	0.00001	31	0.00000
Trichodesmium	1205	G	83	0.00000	139	0.00001	65	0.00000	45	0.00000	44	0.00001	59	0.00001	88	0.00000	83	0.00001	55	0.00000	98	0.00001	42	0.00000
Oxynema	1492710	G	16	0.00000	155	0.00001	134	0.00001	51	0.00000	51	0.00001	37	0.00000	73	0.00000	53	0.00000	70	0.00000	76	0.00001	28	0.00000
Arthrospira	35823	G	8	0.00000	137	0.00001	18	0.00000	15	0.00000	4	0.00000	8	0.00000	6	0.00000	9	0.00000	0	0.00000	10	0.00000	21	0.00000
Limnospira	2596745	G	73	0.00000	27	0.00000	0	0.00000	151	0.00000	0	0.00000	0	0.00000	119	0.00001	26	0.00000	0	0.00000	0	0.00000	23	0.00000
Geitlerinema	63132	G	311	0.00001	541	0.00002	200	0.00001	261	0.00001	79	0.00001	73	0.00001	220	0.00001	51	0.00000	153	0.00001	109	0.00001	65	0.00001
Crinalium	241421	G	263	0.00001	93	0.00000	107	0.00000	206	0.00001	44	0.00001	56	0.00001	116	0.00001	119	0.00001	108	0.00001	55	0.00000	43	0.00000
Cyanothece	43988	G	105	0.00000	207	0.00001	77	0.00000	102	0.00000	56	0.00001	56	0.00001	99	0.00000	121	0.00001	53	0.00000	85	0.00001	64	0.00001
Crocosphaera	263510	G	153	0.00001	37	0.00000	91	0.00000	152	0.00000	35	0.00000	58	0.00001	141	0.00001	186	0.00001	120	0.00001	41	0.00000	49	0.00000
Halothece	76023	G	93	0.00000	129	0.00001	82	0.00000	143	0.00000	19	0.00000	35	0.00000	74	0.00000	82	0.00001	47	0.00000	22	0.00000	45	0.00000
Euhalothece	65097	G	66	0.00000	171	0.00001	56	0.00000	30	0.00000	11	0.00000	20	0.00000	52	0.00000	52	0.00000	47	0.00000	63	0.00000	37	0.00000
Gloeothece	28070	G	109	0.00000	231	0.00001	84	0.00000	90	0.00000	28	0.00000	41	0.00000	123	0.00001	118	0.00001	83	0.00001	102	0.00001	62	0.00001
Rippkaea	2546365	G	82	0.00000	396	0.00002	34	0.00000	40	0.00000	2	0.00000	59	0.00001	146	0.00001	63	0.00000	103	0.00001	35	0.00000	26	0.00000
Candidatus Atelocyanobacterium	1453359	G	90	0.00000	326	0.00002	55	0.00000	61	0.00000	69	0.00001	83	0.00001	206	0.00001	26	0.00000	142	0.00001	63	0.00000	53	0.00001
Geminocystis	669357	G	319	0.00001	363	0.00002	158	0.00001	371	0.00001	44	0.00001	88	0.00001	247	0.00001	324	0.00002	203	0.00001	203	0.00002	154	0.00002
Chondrocystis	268175	G	26	0.00000	116	0.00001	49	0.00000	71	0.00000	10	0.00000	19	0.00000	41	0.00000	53	0.00000	86	0.00001	35	0.00000	32	0.00000
Gloeocapsa	102231	G	17	0.00000	169	0.00001	7	0.00000	19	0.00000	46	0.00001	6	0.00000	45	0.00000	154	0.00001	69	0.00000	32	0.00000	25	0.00000
Cyanobacterium	102234	G	214	0.00001	145	0.00001	48	0.00000	168	0.00000	44	0.00001	31	0.00000	112	0.00001	98	0.00001	89	0.00001	74	0.00001	67	0.00001
Microcystis	1125	G	155	0.00001	306	0.00001	90	0.00000	362	0.00001	57	0.00001	59	0.00001	115	0.00001	200	0.00001	103	0.00001	95	0.00001	81	0.00001
Nostoc	1177	G	1121	0.00005	1642	0.00008	688	0.00003	1774	0.00005	293	0.00003	306	0.00004	813	0.00004	1029	0.00007	1089	0.00007	900	0.00007	482	0.00005
Anabaena	1163	G	91	0.00000	501	0.00002	80	0.00000	179	0.00001	120	0.00001	81	0.00001	168	0.00001	239	0.00002	185	0.00001	248	0.00002	94	0.00001
Cylindrospermum	56106	G	75	0.00000	72	0.00000	25	0.00000	122	0.00000	9	0.00000	18	0.00000	44	0.00000	76	0.00001	49	0.00000	56	0.00000	45	0.00000
Trichormus	264688	G	33	0.00000	69	0.00000	8	0.00000	34	0.00000	12	0.00000	20	0.00000	138	0.00001	37	0.00000	44	0.00000	16	0.00000	26	0.00000
Calothrix	1186	G	626	0.00003	1454	0.00007	436	0.00002	928	0.00003	161	0.00002	280	0.00003	688	0.00003	526	0.00004	645	0.00004	623	0.00005	387	0.00004
Anabaenopsis	110103	G	119	0.00000	55	0.00000	38	0.00000	141	0.00000	27	0.00000	13	0.00000	43	0.00000	114	0.00001	47	0.00000	77	0.00001	29	0.00000
Sphaerospermopsis	752201	G	87	0.00000	140	0.00001	63	0.00000	62	0.00000	18	0.00000	37	0.00000	97	0.00000	25	0.00000	66	0.00000	71	0.00001	43	0.00000
Nodularia	159191	G	97	0.00000	67	0.00000	84	0.00000	50	0.00000	32	0.00000	18	0.00000	48	0.00000	31	0.00000	37	0.00000	63	0.00000	22	0.00000
Cylindrospermopsis	77021	G	71	0.00000	29	0.00000	3	0.00000	42	0.00000	15	0.00000	31	0.00000	54	0.00000	10	0.00000	18	0.00000	30	0.00000	50	0.00000
Dolichospermum	748770	G	53	0.00000	280	0.00001	90	0.00000	171	0.00001	80	0.00001	45	0.00001	117	0.00001	180	0.00001	146	0.00001	192	0.00001	125	0.00001
Raphidiopsis	244599	G	7	0.00000	36	0.00000	20	0.00000	24	0.00000	2	0.00000	9	0.00000	42	0.00000	2	0.00000	6	0.00000	9	0.00000	2	0.00000
Brasilonema	383614	G	63	0.00000	136	0.00001	18	0.00000	104	0.00000	10	0.00000	12	0.00000	17	0.00000	92	0.00001	38	0.00000	17	0.00000	15	0.00000
Scytonema	1203	G	58	0.00000	228	0.00001	46	0.00000	180	0.00001	34	0.00000	36	0.00000	77	0.00000	58	0.00000	60	0.00000	22	0.00000	38	0.00000
Rivularia	373984	G	84	0.00000	208	0.00001	133	0.00001	90	0.00000	27	0.00000	59	0.00001	157	0.00001	164	0.00001	165	0.00001	75	0.00001	71	0.00001
Microchaete	188910	G	55	0.00000	73	0.00000	20	0.00000	36	0.00000	0	0.00000	13	0.00000	27	0.00000	41	0.00000	10	0.00000	23	0.00000	11	0.00000
Fischerella	1190	G	126	0.00001	238	0.00001	218	0.00001	180	0.00001	35	0.00000	68	0.00001	155	0.00001	305	0.00002	110	0.00001	79	0.00001	48	0.00000
Tolypothrix	111782	G	154	0.00001	114	0.00001	46	0.00000	182	0.00001	25	0.00000	26	0.00000	76	0.00000	171	0.00001	116	0.00001	53	0.00000	32	0.00000
Stanieria	102115	G	167	0.00001	310	0.00001	83	0.00000	111	0.00000	20	0.00000	67	0.00001	177	0.00001	93	0.00001	132	0.00001	62	0.00000	81	0.00001
Pleurocapsa	44474	G	57	0.00000	148	0.00001	90	0.00000	72	0.00000	50	0.00001	48	0.00001	179	0.00001	70	0.00000	106	0.00001	51	0.00000	35	0.00000
Gloeobacter	33071	G	196	0.00001	1068	0.00005	275	0.00001	382	0.00001	84	0.00001	77	0.00001	286	0.00001	111	0.00001	339	0.00002	188	0.00001	150	0.00001
Chroococcidiopsis	54298	G	65	0.00000	212	0.00001	157	0.00001	177	0.00001	8	0.00000	116	0.00001	201	0.00001	127	0.00001	310	0.00002	105	0.00001	51	0.00001
Gloeomargarita	1188227	G	50	0.00000	255	0.00001	43	0.00000	76	0.00000	42	0.00000	11	0.00000	25	0.00000	25	0.00000	26	0.00000	112	0.00001	60	0.00001
Mycoplasma	2093	G	2191	0.00009	8876	0.00041	1124	0.00005	3206	0.00009	904	0.00010	1001	0.00012	2351	0.00011	2648	0.00018	2676	0.00018	2105	0.00016	1526	0.00015
Mycoplasmopsis	2767358	G	286	0.00001	727	0.00003	236	0.00001	267	0.00001	181	0.00002	133	0.00002	329	0.00002	387	0.00003	346	0.00002	306	0.00002	164	0.00002
Candidatus Hepatoplasma	295595	G	32	0.00000	177	0.00001	37	0.00000	30	0.00000	10	0.00000	13	0.00000	39	0.00000	8	0.00000	42	0.00000	35	0.00000	55	0.00001
Ureaplasma	2129	G	12	0.00000	198	0.00001	3	0.00000	30	0.00000	13	0.00000	9	0.00000	33	0.00000	27	0.00000	41	0.00000	53	0.00000	33	0.00000
Spiroplasma	2132	G	934	0.00004	4492	0.00021	438	0.00002	1082	0.00003	360	0.00004	316	0.00004	870	0.00004	1192	0.00008	1293	0.00009	1527	0.00012	607	0.00006
Mesoplasma	46239	G	275	0.00001	1276	0.00006	207	0.00001	301	0.00001	123	0.00001	99	0.00001	266	0.00001	402	0.00003	322	0.00002	351	0.00003	172	0.00002
Entomoplasma	46238	G	84	0.00000	731	0.00003	32	0.00000	110	0.00000	30	0.00000	54	0.00001	122	0.00001	220	0.00001	116	0.00001	94	0.00001	56	0.00001
Acholeplasma	2147	G	691	0.00003	3524	0.00016	588	0.00003	1508	0.00004	353	0.00004	323	0.00004	770	0.00004	740	0.00005	1107	0.00007	1055	0.00008	532	0.00005
Candidatus Phytoplasma	33926	G	148	0.00001	809	0.00004	111	0.00001	137	0.00000	35	0.00000	72	0.00001	170	0.00001	227	0.00002	186	0.00001	103	0.00001	79	0.00001
Candidatus Izimaplasma	1912503	G	116	0.00000	446	0.00002	115	0.00001	86	0.00000	32	0.00000	58	0.00001	169	0.00001	67	0.00000	174	0.00001	108	0.00001	102	0.00001
Dehalococcoides	61434	G	1352	0.00005	3138	0.00014	3052	0.00014	713	0.00002	281	0.00003	138	0.00002	305	0.00001	888	0.00006	618	0.00004	639	0.00005	598	0.00006
Dehalogenimonas	670486	G	192	0.00001	1352	0.00006	524	0.00002	356	0.00001	162	0.00002	103	0.00001	273	0.00001	247	0.00002	361	0.00002	273	0.00002	238	0.00002
Anaerolinea	233189	G	286	0.00001	1172	0.00005	330	0.00002	736	0.00002	149	0.00002	206	0.00002	486	0.00002	357	0.00002	530	0.00004	301	0.00002	149	0.00001
Pelolinea	1649478	G	214	0.00001	808	0.00004	242	0.00001	366	0.00001	118	0.00001	87	0.00001	213	0.00001	221	0.00001	235	0.00002	160	0.00001	98	0.00001
Brevefilum	2019482	G	35	0.00000	337	0.00002	64	0.00000	51	0.00000	36	0.00000	32	0.00000	71	0.00000	41	0.00000	126	0.00001	58	0.00000	36	0.00000
Chloroflexus	1107	G	214	0.00001	497	0.00002	223	0.00001	338	0.00001	78	0.00001	67	0.00001	189	0.00001	106	0.00001	179	0.00001	187	0.00001	126	0.00001
Roseiflexus	120961	G	199	0.00001	1074	0.00005	366	0.00002	523	0.00002	120	0.00001	62	0.00001	205	0.00001	233	0.00002	370	0.00002	202	0.00002	172	0.00002
Caldilinea	233191	G	185	0.00001	914	0.00004	291	0.00001	360	0.00001	106	0.00001	50	0.00001	132	0.00001	149	0.00001	209	0.00001	186	0.00001	103	0.00001
Ktedonosporobacter	2692417	G	118	0.00000	439	0.00002	176	0.00001	95	0.00000	50	0.00001	31	0.00000	103	0.00001	81	0.00001	113	0.00001	73	0.00001	73	0.00001
Tepidiforma	2682228	G	106	0.00000	631	0.00003	268	0.00001	477	0.00001	121	0.00001	66	0.00001	144	0.00001	63	0.00000	332	0.00002	230	0.00002	116	0.00001
Sphaerobacter	2056	G	73	0.00000	825	0.00004	241	0.00001	277	0.00001	72	0.00001	68	0.00001	188	0.00001	63	0.00000	280	0.00002	209	0.00002	103	0.00001
Thermomicrobium	499	G	25	0.00000	240	0.00001	109	0.00001	35	0.00000	19	0.00000	27	0.00000	82	0.00000	28	0.00000	81	0.00001	95	0.00001	54	0.00001
Candidatus Promineofilum	1988031	G	84	0.00000	1113	0.00005	228	0.00001	483	0.00001	137	0.00002	52	0.00001	113	0.00001	101	0.00001	318	0.00002	217	0.00002	113	0.00001
Deinococcus	1298	G	1184	0.00005	11196	0.00052	3234	0.00015	4465	0.00013	1121	0.00013	715	0.00008	1810	0.00009	1014	0.00007	3305	0.00022	2475	0.00019	1578	0.00016
Thermus	270	G	328	0.00001	3127	0.00014	496	0.00002	774	0.00002	208	0.00002	148	0.00002	367	0.00002	312	0.00002	689	0.00005	446	0.00003	276	0.00003
Meiothermus	65551	G	184	0.00001	922	0.00004	285	0.00001	544	0.00002	106	0.00001	68	0.00001	126	0.00001	244	0.00002	443	0.00003	362	0.00003	226	0.00002
Marinithermus	186191	G	95	0.00000	706	0.00003	88	0.00000	140	0.00000	64	0.00001	25	0.00000	97	0.00000	88	0.00001	141	0.00001	85	0.00001	91	0.00001
Oceanithermus	208447	G	53	0.00000	686	0.00003	151	0.00001	187	0.00001	37	0.00000	24	0.00000	62	0.00000	41	0.00000	191	0.00001	102	0.00001	84	0.00001
Truepera	332248	G	77	0.00000	437	0.00002	151	0.00001	55	0.00000	37	0.00000	32	0.00000	121	0.00001	31	0.00000	108	0.00001	166	0.00001	65	0.00001
Chthonomonas	1077265	G	77	0.00000	299	0.00001	58	0.00000	112	0.00000	41	0.00000	22	0.00000	79	0.00000	42	0.00000	122	0.00001	54	0.00000	39	0.00000
Fimbriimonas	1005038	G	42	0.00000	426	0.00002	154	0.00001	121	0.00000	46	0.00001	27	0.00000	71	0.00000	70	0.00000	211	0.00001	129	0.00001	70	0.00001
Thermobaculum	262406	G	56	0.00000	209	0.00001	63	0.00000	45	0.00000	23	0.00000	27	0.00000	56	0.00000	25	0.00000	34	0.00000	52	0.00000	31	0.00000
Bacteroides	816	G	5413004	0.21941	1976841	0.09124	3708442	0.17290	5066479	0.14841	215182	0.02453	1439979	0.16960	3476568	0.16970	3512273	0.23638	1139923	0.07697	1361908	0.10526	1717423	0.16923
Phocaeicola	909656	G	1699511	0.06889	2035637	0.09395	1603971	0.07478	5570737	0.16318	160631	0.01831	1120755	0.13200	2720429	0.13279	501474	0.03375	1571987	0.10614	362006	0.02798	1879133	0.18516
Alistipes	239759	G	241048	0.00977	1358970	0.06272	630683	0.02940	557873	0.01634	366216	0.04175	342737	0.04037	845416	0.04127	194307	0.01308	268331	0.01812	204153	0.01578	338832	0.03339
Mucinivorans	1611681	G	458	0.00002	996	0.00005	381	0.00002	404	0.00001	29	0.00000	96	0.00001	261	0.00001	104	0.00001	198	0.00001	101	0.00001	154	0.00002
Parabacteroides	375288	G	139719	0.00566	269636	0.01244	87276	0.00407	165402	0.00485	95631	0.01090	78695	0.00927	189063	0.00923	28716	0.00193	233454	0.01576	86552	0.00669	305790	0.03013
Tannerella	195950	G	3122	0.00013	6713	0.00031	1856	0.00009	2898	0.00008	204	0.00002	393	0.00005	952	0.00005	1740	0.00012	1100	0.00007	613	0.00005	1261	0.00012
Odoribacter	283168	G	102715	0.00416	109743	0.00506	46420	0.00216	135604	0.00397	6436	0.00073	16460	0.00194	40046	0.00195	9589	0.00065	62568	0.00422	25197	0.00195	69137	0.00681
Butyricimonas	574697	G	32667	0.00132	31203	0.00144	15033	0.00070	38392	0.00112	1291	0.00015	2780	0.00033	6557	0.00032	15697	0.00106	14899	0.00101	5522	0.00043	28906	0.00285
Prevotella	838	G	19740	0.00080	17556	0.00081	6044	0.00028	12352	0.00036	1725	0.00020	2308	0.00027	5500	0.00027	3791	0.00026	5838	0.00039	3571	0.00028	3799	0.00037
Paraprevotella	577309	G	13467	0.00055	6891	0.00032	1753	0.00008	18820	0.00055	146	0.00002	516	0.00006	1128	0.00006	1670	0.00011	246805	0.01666	2739	0.00021	5849	0.00058
Alloprevotella	1283313	G	970	0.00004	2781	0.00013	355	0.00002	897	0.00003	76	0.00001	117	0.00001	270	0.00001	491	0.00003	362	0.00002	248	0.00002	251	0.00002
Barnesiella	397864	G	7016	0.00028	11021	0.00051	8277	0.00039	4509	0.00013	672	0.00008	952	0.00011	2575	0.00013	1934	0.00013	8152	0.00055	1571	0.00012	3124	0.00031
Duncaniella	2518495	G	2918	0.00012	36907	0.00170	24891	0.00116	2415	0.00007	278	0.00003	827	0.00010	1991	0.00010	1058	0.00007	1515	0.00010	1134	0.00009	952	0.00009
Muribaculum	1918540	G	2244	0.00009	43062	0.00199	41371	0.00193	3496	0.00010	236	0.00003	899	0.00011	2196	0.00011	668	0.00004	1661	0.00011	1217	0.00009	1298	0.00013
Dysgonomonas	156973	G	987	0.00004	749	0.00003	292	0.00001	663	0.00002	107	0.00001	97	0.00001	264	0.00001	277	0.00002	478	0.00003	172	0.00001	360	0.00004
Petrimonas	307628	G	1014	0.00004	1382	0.00006	722	0.00003	797	0.00002	114	0.00001	169	0.00002	355	0.00002	216	0.00001	619	0.00004	227	0.00002	502	0.00005
Proteiniphilum	294702	G	919	0.00004	1638	0.00008	338	0.00002	616	0.00002	68	0.00001	221	0.00003	613	0.00003	307	0.00002	469	0.00003	168	0.00001	296	0.00003
Porphyromonas	836	G	2880	0.00012	7285	0.00034	1986	0.00009	2414	0.00007	334	0.00004	395	0.00005	898	0.00004	828	0.00006	1638	0.00011	723	0.00006	894	0.00009
Paludibacter	346096	G	957	0.00004	1702	0.00008	270	0.00001	812	0.00002	82	0.00001	119	0.00001	285	0.00001	304	0.00002	320	0.00002	167	0.00001	248	0.00002
Tenuifilum	2760873	G	157	0.00001	484	0.00002	143	0.00001	99	0.00000	20	0.00000	9	0.00000	35	0.00000	51	0.00000	86	0.00001	82	0.00001	74	0.00001
Draconibacterium	1471399	G	603	0.00002	962	0.00004	282	0.00001	540	0.00002	102	0.00001	116	0.00001	234	0.00001	376	0.00003	402	0.00003	227	0.00002	285	0.00003
Alkalitalea	1193324	G	356	0.00001	1436	0.00007	137	0.00001	358	0.00001	33	0.00000	53	0.00001	127	0.00001	65	0.00000	128	0.00001	129	0.00001	101	0.00001
Labilibaculum	2060722	G	288	0.00001	763	0.00004	119	0.00001	333	0.00001	62	0.00001	71	0.00001	130	0.00001	199	0.00001	161	0.00001	102	0.00001	137	0.00001
Salinivirga	1970191	G	86	0.00000	580	0.00003	123	0.00001	179	0.00001	24	0.00000	27	0.00000	95	0.00000	52	0.00000	111	0.00001	48	0.00000	48	0.00000
Flavobacterium	237	G	4668	0.00019	6911	0.00032	2167	0.00010	7054	0.00021	1146	0.00013	1158	0.00014	2851	0.00014	3517	0.00024	3257	0.00022	2465	0.00019	2010	0.00020
Capnocytophaga	1016	G	1836	0.00007	3016	0.00014	711	0.00003	2364	0.00007	264	0.00003	235	0.00003	579	0.00003	870	0.00006	1030	0.00007	743	0.00006	667	0.00007
