name	taxonomy_id	taxonomy_lvl	14_genus.bracken_num	14_genus.bracken_frac	17_genus.bracken_num	17_genus.bracken_frac	19_genus.bracken_num	19_genus.bracken_frac	20_genus.bracken_num	20_genus.bracken_frac	2126_genus.bracken_num	2126_genus.bracken_frac	22a_genus.bracken_num	22a_genus.bracken_frac	22b_genus.bracken_num	22b_genus.bracken_frac	25_genus.bracken_num	25_genus.bracken_frac	2621_genus.bracken_num	2621_genus.bracken_frac	27_genus.bracken_num	27_genus.bracken_frac	Stan_genus.bracken_num	Stan_genus.bracken_frac
Apilactobacillus	2767877	G	88	0.00000	162	0.00001	28	0.00000	95	0.00000	23	0.00000	27	0.00000	57	0.00000	58	0.00000	77	0.00001	40	0.00000	18	0.00000
Acetilactobacillus	2767874	G	62	0.00000	151	0.00001	51	0.00000	92	0.00000	9	0.00000	36	0.00000	56	0.00000	36	0.00000	36	0.00000	40	0.00000	21	0.00000
Bombilactobacillus	2767878	G	58	0.00000	177	0.00001	60	0.00000	127	0.00000	65	0.00001	29	0.00000	92	0.00000	64	0.00000	101	0.00001	24	0.00000	43	0.00000
Weissella	46255	G	1242	0.00005	1797	0.00008	1754	0.00008	6499	0.00019	496	0.00006	841	0.00010	2053	0.00010	925	0.00006	985	0.00007	981	0.00008	420	0.00004
Leuconostoc	1243	G	1086	0.00004	2611	0.00012	10652	0.00050	14013	0.00041	476	0.00005	448	0.00005	1283	0.00006	1209	0.00008	2873	0.00019	679	0.00005	518	0.00005
Oenococcus	46254	G	590	0.00002	778	0.00004	203	0.00001	526	0.00002	261	0.00003	87	0.00001	223	0.00001	420	0.00003	378	0.00003	282	0.00002	159	0.00002
Carnobacterium	2747	G	787	0.00003	1676	0.00008	450	0.00002	1373	0.00004	405	0.00005	486	0.00006	1137	0.00006	1122	0.00008	896	0.00006	612	0.00005	470	0.00005
Jeotgalibaca	1470540	G	735	0.00003	1306	0.00006	630	0.00003	1289	0.00004	345	0.00004	245	0.00003	700	0.00003	1015	0.00007	716	0.00005	698	0.00005	378	0.00004
Dolosigranulum	29393	G	336	0.00001	537	0.00002	138	0.00001	555	0.00002	70	0.00001	78	0.00001	209	0.00001	223	0.00002	201	0.00001	239	0.00002	119	0.00001
Marinilactibacillus	191769	G	235	0.00001	335	0.00002	110	0.00001	335	0.00001	78	0.00001	74	0.00001	160	0.00001	363	0.00002	151	0.00001	128	0.00001	95	0.00001
Aerococcus	1375	G	918	0.00004	1483	0.00007	621	0.00003	1422	0.00004	343	0.00004	315	0.00004	845	0.00004	687	0.00005	990	0.00007	631	0.00005	453	0.00004
Abiotrophia	46123	G	413	0.00002	492	0.00002	161	0.00001	721	0.00002	139	0.00002	86	0.00001	201	0.00001	353	0.00002	317	0.00002	207	0.00002	163	0.00002
Suicoccus	2689587	G	98	0.00000	247	0.00001	101	0.00000	247	0.00001	43	0.00000	43	0.00001	135	0.00001	162	0.00001	175	0.00001	63	0.00000	46	0.00000
Bacillus	1386	G	29719	0.00120	46642	0.00215	16945	0.00079	45528	0.00133	12078	0.00138	12019	0.00142	29667	0.00145	28918	0.00195	26543	0.00179	20770	0.00161	13127	0.00129
Virgibacillus	84406	G	2463	0.00010	3059	0.00014	1188	0.00006	2728	0.00008	748	0.00009	780	0.00009	1957	0.00010	1912	0.00013	1527	0.00010	1278	0.00010	928	0.00009
Lysinibacillus	400634	G	1885	0.00008	2227	0.00010	950	0.00004	2124	0.00006	667	0.00008	817	0.00010	1945	0.00009	1603	0.00011	1491	0.00010	1386	0.00011	764	0.00008
Geobacillus	129337	G	2769	0.00011	5795	0.00027	2532	0.00012	2774	0.00008	1119	0.00013	1183	0.00014	3146	0.00015	2999	0.00020	2548	0.00017	2163	0.00017	1329	0.00013
Alkalihalobacillus	2675234	G	1324	0.00005	1469	0.00007	538	0.00003	1381	0.00004	498	0.00006	420	0.00005	1065	0.00005	984	0.00007	1035	0.00007	793	0.00006	544	0.00005
Mesobacillus	2675231	G	1198	0.00005	1333	0.00006	515	0.00002	1153	0.00003	421	0.00005	345	0.00004	882	0.00004	1008	0.00007	846	0.00006	593	0.00005	359	0.00004
Cytobacillus	2675230	G	1169	0.00005	1088	0.00005	568	0.00003	1162	0.00003	402	0.00005	410	0.00005	986	0.00005	759	0.00005	736	0.00005	581	0.00004	321	0.00003
Oceanobacillus	182709	G	986	0.00004	1307	0.00006	528	0.00002	1024	0.00003	341	0.00004	359	0.00004	851	0.00004	764	0.00005	692	0.00005	766	0.00006	388	0.00004
Anoxybacillus	150247	G	1641	0.00007	2073	0.00010	848	0.00004	2149	0.00006	855	0.00010	801	0.00009	1952	0.00010	1457	0.00010	1377	0.00009	1265	0.00010	667	0.00007
Peribacillus	2675229	G	1106	0.00004	1239	0.00006	669	0.00003	1029	0.00003	469	0.00005	486	0.00006	1152	0.00006	1009	0.00007	961	0.00006	682	0.00005	469	0.00005
Fictibacillus	1329200	G	897	0.00004	790	0.00004	429	0.00002	1085	0.00003	289	0.00003	362	0.00004	827	0.00004	706	0.00005	730	0.00005	786	0.00006	327	0.00003
Halobacillus	45667	G	686	0.00003	744	0.00003	466	0.00002	1087	0.00003	253	0.00003	388	0.00005	964	0.00005	596	0.00004	749	0.00005	395	0.00003	350	0.00003
Metabacillus	2675233	G	645	0.00003	986	0.00005	435	0.00002	939	0.00003	340	0.00004	276	0.00003	754	0.00004	712	0.00005	851	0.00006	452	0.00003	278	0.00003
Neobacillus	2675232	G	716	0.00003	1557	0.00007	408	0.00002	838	0.00002	210	0.00002	292	0.00003	668	0.00003	747	0.00005	600	0.00004	542	0.00004	330	0.00003
Terribacillus	459532	G	492	0.00002	728	0.00003	373	0.00002	468	0.00001	237	0.00003	268	0.00003	593	0.00003	320	0.00002	401	0.00003	248	0.00002	210	0.00002
Lentibacillus	175304	G	460	0.00002	798	0.00004	347	0.00002	471	0.00001	286	0.00003	250	0.00003	586	0.00003	361	0.00002	531	0.00004	301	0.00002	303	0.00003
Pradoshia	2651279	G	422	0.00002	333	0.00002	136	0.00001	345	0.00001	100	0.00001	106	0.00001	183	0.00001	277	0.00002	221	0.00001	162	0.00001	126	0.00001
Anaerobacillus	704093	G	381	0.00002	563	0.00003	227	0.00001	542	0.00002	82	0.00001	136	0.00002	309	0.00002	447	0.00003	233	0.00002	178	0.00001	161	0.00002
Pontibacillus	289201	G	352	0.00001	414	0.00002	190	0.00001	400	0.00001	155	0.00002	132	0.00002	257	0.00001	334	0.00002	290	0.00002	199	0.00002	136	0.00001
Aeribacillus	1055323	G	456	0.00002	620	0.00003	301	0.00001	535	0.00002	137	0.00002	172	0.00002	376	0.00002	155	0.00001	389	0.00003	398	0.00003	168	0.00002
Salicibibacter	2685905	G	297	0.00001	544	0.00003	274	0.00001	587	0.00002	195	0.00002	132	0.00002	315	0.00002	301	0.00002	309	0.00002	208	0.00002	129	0.00001
Gracilibacillus	74385	G	288	0.00001	368	0.00002	156	0.00001	317	0.00001	73	0.00001	91	0.00001	240	0.00001	737	0.00005	255	0.00002	148	0.00001	98	0.00001
Salimicrobium	351195	G	251	0.00001	595	0.00003	346	0.00002	439	0.00001	124	0.00001	125	0.00001	349	0.00002	312	0.00002	436	0.00003	374	0.00003	218	0.00002
Paraliobacillus	200903	G	241	0.00001	314	0.00001	205	0.00001	402	0.00001	68	0.00001	127	0.00001	304	0.00001	341	0.00002	159	0.00001	106	0.00001	91	0.00001
Amphibacillus	29331	G	227	0.00001	478	0.00002	122	0.00001	256	0.00001	48	0.00001	67	0.00001	133	0.00001	116	0.00001	226	0.00002	129	0.00001	92	0.00001
Psychrobacillus	1221880	G	271	0.00001	546	0.00003	176	0.00001	448	0.00001	64	0.00001	141	0.00002	325	0.00002	511	0.00003	187	0.00001	144	0.00001	166	0.00002
Radiobacillus	2785518	G	184	0.00001	257	0.00001	89	0.00000	296	0.00001	63	0.00001	76	0.00001	160	0.00001	257	0.00002	123	0.00001	125	0.00001	83	0.00001
Parageobacillus	1906945	G	791	0.00003	1533	0.00007	392	0.00002	2234	0.00007	415	0.00005	374	0.00004	849	0.00004	526	0.00004	1205	0.00008	805	0.00006	401	0.00004
Paenibacillus	44249	G	80806	0.00328	174535	0.00806	57664	0.00269	119343	0.00350	28840	0.00329	27852	0.00328	66882	0.00326	100696	0.00678	78595	0.00531	51030	0.00394	37144	0.00366
Brevibacillus	55080	G	3143	0.00013	5113	0.00024	2298	0.00011	3527	0.00010	1084	0.00012	1204	0.00014	2805	0.00014	2848	0.00019	2813	0.00019	2448	0.00019	1347	0.00013
Cohnella	329857	G	1229	0.00005	2940	0.00014	1362	0.00006	1418	0.00004	636	0.00007	528	0.00006	1254	0.00006	921	0.00006	1297	0.00009	930	0.00007	622	0.00006
Aneurinibacillus	55079	G	1021	0.00004	1264	0.00006	595	0.00003	1161	0.00003	459	0.00005	299	0.00004	686	0.00003	934	0.00006	852	0.00006	515	0.00004	376	0.00004
Saccharibacillus	456492	G	639	0.00003	1946	0.00009	602	0.00003	774	0.00002	303	0.00003	243	0.00003	664	0.00003	563	0.00004	744	0.00005	441	0.00003	283	0.00003
Thermobacillus	76632	G	361	0.00001	2672	0.00012	634	0.00003	666	0.00002	237	0.00003	216	0.00003	504	0.00002	247	0.00002	561	0.00004	517	0.00004	381	0.00004
Staphylococcus	1279	G	7291	0.00030	13298	0.00061	3824	0.00018	9151	0.00027	2609	0.00030	3036	0.00036	8173	0.00040	7211	0.00049	6460	0.00044	5003	0.00039	3335	0.00033
Macrococcus	69965	G	633	0.00003	1156	0.00005	283	0.00001	951	0.00003	206	0.00002	265	0.00003	614	0.00003	794	0.00005	556	0.00004	450	0.00003	250	0.00002
Jeotgalicoccus	227979	G	398	0.00002	406	0.00002	173	0.00001	302	0.00001	84	0.00001	100	0.00001	340	0.00002	100	0.00001	321	0.00002	209	0.00002	146	0.00001
Salinicoccus	45669	G	351	0.00001	506	0.00002	414	0.00002	532	0.00002	139	0.00002	194	0.00002	465	0.00002	217	0.00001	368	0.00002	293	0.00002	148	0.00001
Auricoccus	2005363	G	124	0.00001	149	0.00001	49	0.00000	175	0.00001	11	0.00000	37	0.00000	166	0.00001	72	0.00000	102	0.00001	157	0.00001	51	0.00001
Planococcus	1372	G	2460	0.00010	3899	0.00018	1462	0.00007	3292	0.00010	1046	0.00012	1109	0.00013	2781	0.00014	2183	0.00015	2357	0.00016	1525	0.00012	1257	0.00012
Sporosarcina	1569	G	2007	0.00008	2997	0.00014	1245	0.00006	3439	0.00010	867	0.00010	928	0.00011	2188	0.00011	2085	0.00014	1677	0.00011	1477	0.00011	963	0.00009
Jeotgalibacillus	157226	G	871	0.00004	487	0.00002	288	0.00001	706	0.00002	242	0.00003	294	0.00003	725	0.00004	505	0.00003	418	0.00003	286	0.00002	175	0.00002
Solibacillus	648800	G	756	0.00003	803	0.00004	584	0.00003	896	0.00003	265	0.00003	370	0.00004	912	0.00004	816	0.00005	1260	0.00009	490	0.00004	277	0.00003
Kurthia	1649	G	481	0.00002	664	0.00003	182	0.00001	539	0.00002	105	0.00001	144	0.00002	350	0.00002	491	0.00003	264	0.00002	270	0.00002	188	0.00002
Planomicrobium	162291	G	452	0.00002	586	0.00003	332	0.00002	503	0.00001	152	0.00002	142	0.00002	305	0.00001	528	0.00004	413	0.00003	247	0.00002	196	0.00002
Ureibacillus	160795	G	698	0.00003	739	0.00003	268	0.00001	763	0.00002	166	0.00002	119	0.00001	355	0.00002	531	0.00004	411	0.00003	241	0.00002	227	0.00002
Paenisporosarcina	651660	G	314	0.00001	389	0.00002	139	0.00001	400	0.00001	117	0.00001	100	0.00001	286	0.00001	350	0.00002	219	0.00001	294	0.00002	110	0.00001
Viridibacillus	496496	G	187	0.00001	259	0.00001	82	0.00000	256	0.00001	76	0.00001	64	0.00001	111	0.00001	303	0.00002	163	0.00001	107	0.00001	69	0.00001
Rummeliibacillus	648802	G	131	0.00001	303	0.00001	76	0.00000	168	0.00000	152	0.00002	132	0.00002	268	0.00001	316	0.00002	304	0.00002	292	0.00002	210	0.00002
Exiguobacterium	33986	G	1737	0.00007	2308	0.00011	1066	0.00005	2350	0.00007	693	0.00008	567	0.00007	1373	0.00007	1446	0.00010	1477	0.00010	924	0.00007	754	0.00007
Gemella	1378	G	1649	0.00007	2359	0.00011	732	0.00003	3637	0.00011	625	0.00007	746	0.00009	1875	0.00009	1341	0.00009	1278	0.00009	845	0.00007	686	0.00007
Listeria	1637	G	2481	0.00010	4026	0.00019	1532	0.00007	3537	0.00010	1180	0.00013	1019	0.00012	2813	0.00014	3185	0.00021	2223	0.00015	2611	0.00020	1645	0.00016
Brochothrix	2755	G	678	0.00003	366	0.00002	131	0.00001	403	0.00001	194	0.00002	195	0.00002	517	0.00003	221	0.00001	233	0.00002	258	0.00002	124	0.00001
Tumebacillus	432330	G	847	0.00003	2436	0.00011	1062	0.00005	1385	0.00004	374	0.00004	302	0.00004	807	0.00004	793	0.00005	1155	0.00008	629	0.00005	452	0.00004
Kyrpidia	1129704	G	238	0.00001	1101	0.00005	297	0.00001	423	0.00001	136	0.00002	89	0.00001	275	0.00001	262	0.00002	364	0.00002	270	0.00002	123	0.00001
Alicyclobacillus	29330	G	202	0.00001	1469	0.00007	440	0.00002	455	0.00001	185	0.00002	137	0.00002	375	0.00002	275	0.00002	467	0.00003	396	0.00003	229	0.00002
Kroppenstedtia	1274351	G	485	0.00002	1088	0.00005	522	0.00002	538	0.00002	215	0.00002	160	0.00002	349	0.00002	353	0.00002	570	0.00004	468	0.00004	266	0.00003
Staphylospora	2689589	G	200	0.00001	682	0.00003	270	0.00001	284	0.00001	129	0.00001	99	0.00001	248	0.00001	154	0.00001	210	0.00001	178	0.00001	154	0.00002
Laceyella	292635	G	136	0.00001	245	0.00001	118	0.00001	131	0.00000	83	0.00001	27	0.00000	106	0.00001	87	0.00001	145	0.00001	92	0.00001	50	0.00000
Thermoactinomyces	2023	G	128	0.00001	547	0.00003	113	0.00001	201	0.00001	117	0.00001	57	0.00001	146	0.00001	396	0.00003	176	0.00001	159	0.00001	99	0.00001
Novibacillus	1677050	G	57	0.00000	777	0.00004	187	0.00001	153	0.00000	80	0.00001	99	0.00001	187	0.00001	77	0.00001	188	0.00001	220	0.00002	99	0.00001
Sporolactobacillus	2077	G	214	0.00001	463	0.00002	198	0.00001	398	0.00001	92	0.00001	63	0.00001	217	0.00001	193	0.00001	292	0.00002	305	0.00002	105	0.00001
Phascolarctobacterium	33024	G	285013	0.01155	433234	0.02000	185507	0.00865	321751	0.00942	86739	0.00989	84677	0.00997	217764	0.01063	361648	0.02434	1217	0.00008	54280	0.00420	68631	0.00676
Acidaminococcus	904	G	1952	0.00008	4648	0.00021	2093	0.00010	2737	0.00008	735	0.00008	644	0.00008	1484	0.00007	1527	0.00010	15311	0.00103	1327	0.00010	1022	0.00010
Selenomonas	970	G	4111	0.00017	16830	0.00078	5491	0.00026	7445	0.00022	2486	0.00028	1992	0.00023	4803	0.00023	4073	0.00027	6719	0.00045	4347	0.00034	2974	0.00029
Megamonas	158846	G	1783	0.00007	2242	0.00010	869	0.00004	2713	0.00008	647	0.00007	652	0.00008	1646	0.00008	122981	0.00828	1292	0.00009	1114	0.00009	152151	0.01499
Pectinatus	864	G	370	0.00001	887	0.00004	286	0.00001	451	0.00001	120	0.00001	142	0.00002	370	0.00002	398	0.00003	413	0.00003	419	0.00003	204	0.00002
Pelosinus	365348	G	666	0.00003	1040	0.00005	352	0.00002	930	0.00003	215	0.00002	218	0.00003	549	0.00003	731	0.00005	453	0.00003	527	0.00004	295	0.00003
Sporomusa	2375	G	392	0.00002	1211	0.00006	322	0.00002	568	0.00002	131	0.00001	98	0.00001	196	0.00001	384	0.00003	512	0.00003	470	0.00004	220	0.00002
Methylomusa	2093783	G	140	0.00001	1541	0.00007	245	0.00001	333	0.00001	191	0.00002	128	0.00002	367	0.00002	467	0.00003	364	0.00002	280	0.00002	131	0.00001
Megasphaera	906	G	2972	0.00012	7382	0.00034	2841	0.00013	3493	0.00010	1034	0.00012	1289	0.00015	3219	0.00016	3047	0.00021	3538	0.00024	2198	0.00017	1518	0.00015
Veillonella	29465	G	2750	0.00011	3522	0.00016	1330	0.00006	14096	0.00041	880	0.00010	1122	0.00013	2764	0.00013	2111	0.00014	3044	0.00021	4589	0.00035	1923	0.00019
Dialister	39948	G	1269	0.00005	2615	0.00012	1147	0.00005	1495	0.00004	450	0.00005	495	0.00006	1381	0.00007	1097	0.00007	5750	0.00039	2869	0.00022	878	0.00009
Peptoniphilus	162289	G	1695	0.00007	3246	0.00015	1449	0.00007	2873	0.00008	712	0.00008	675	0.00008	1642	0.00008	1432	0.00010	1400	0.00009	1063	0.00008	747	0.00007
Finegoldia	150022	G	1784	0.00007	1808	0.00008	562	0.00003	1875	0.00005	862	0.00010	355	0.00004	986	0.00005	1674	0.00011	1262	0.00009	902	0.00007	672	0.00007
Anaerococcus	165779	G	1475	0.00006	1412	0.00007	443	0.00002	1249	0.00004	603	0.00007	699	0.00008	1529	0.00007	848	0.00006	885	0.00006	791	0.00006	393	0.00004
Murdochiella	1161127	G	991	0.00004	3094	0.00014	1472	0.00007	1239	0.00004	378	0.00004	315	0.00004	965	0.00005	1073	0.00007	1062	0.00007	1231	0.00010	1048	0.00010
Parvimonas	543311	G	565	0.00002	1813	0.00008	508	0.00002	1024	0.00003	239	0.00003	274	0.00003	720	0.00004	846	0.00006	777	0.00005	697	0.00005	385	0.00004
Tissierella	41273	G	657	0.00003	2086	0.00010	572	0.00003	999	0.00003	707	0.00008	365	0.00004	880	0.00004	771	0.00005	860	0.00006	587	0.00005	535	0.00005
Gudongella	2692382	G	406	0.00002	1286	0.00006	340	0.00002	516	0.00002	178	0.00002	207	0.00002	522	0.00003	381	0.00003	655	0.00004	460	0.00004	186	0.00002
Gottschalkia	1505664	G	484	0.00002	1102	0.00005	218	0.00001	682	0.00002	176	0.00002	162	0.00002	429	0.00002	341	0.00002	467	0.00003	346	0.00003	233	0.00002
Ezakiella	1582879	G	391	0.00002	574	0.00003	141	0.00001	458	0.00001	96	0.00001	157	0.00002	358	0.00002	210	0.00001	391	0.00003	377	0.00003	141	0.00001
Ndongobacter	1930845	G	516	0.00002	2446	0.00011	638	0.00003	621	0.00002	273	0.00003	252	0.00003	648	0.00003	384	0.00003	570	0.00004	667	0.00005	320	0.00003
Limnochorda	1676651	G	509	0.00002	1716	0.00008	538	0.00003	711	0.00002	201	0.00002	68	0.00001	173	0.00001	307	0.00002	537	0.00004	426	0.00003	267	0.00003
Bifidobacterium	1678	G	1182742	0.04794	41873	0.00193	1937175	0.09032	2753682	0.08066	561870	0.06405	13135	0.00155	32780	0.00160	437446	0.02944	401215	0.02709	1809635	0.13986	122898	0.01211
Parascardovia	196082	G	392	0.00002	849	0.00004	350	0.00002	92	0.00000	68	0.00001	30	0.00000	65	0.00000	41	0.00000	126	0.00001	278	0.00002	58	0.00001
Gardnerella	2701	G	292	0.00001	612	0.00003	206	0.00001	390	0.00001	149	0.00002	150	0.00002	354	0.00002	194	0.00001	432	0.00003	331	0.00003	195	0.00002
Scardovia	196081	G	121	0.00000	222	0.00001	138	0.00001	338	0.00001	131	0.00001	50	0.00001	122	0.00001	122	0.00001	182	0.00001	82	0.00001	107	0.00001
Schaalia	2529408	G	17754	0.00072	4837	0.00022	6237	0.00029	7273	0.00021	3300	0.00038	4085	0.00048	9003	0.00044	2405	0.00016	4391	0.00030	2569	0.00020	1387	0.00014
Actinomyces	1654	G	12769	0.00052	11083	0.00051	12467	0.00058	12766	0.00037	3773	0.00043	2019	0.00024	4635	0.00023	2489	0.00017	4183	0.00028	3816	0.00029	1586	0.00016
Arcanobacterium	28263	G	418	0.00002	1149	0.00005	307	0.00001	785	0.00002	189	0.00002	199	0.00002	431	0.00002	365	0.00002	435	0.00003	325	0.00003	241	0.00002
Trueperella	1069494	G	292	0.00001	1925	0.00009	739	0.00003	639	0.00002	114	0.00001	148	0.00002	344	0.00002	272	0.00002	515	0.00003	422	0.00003	325	0.00003
Pauljensenia	2740557	G	269	0.00001	541	0.00002	387	0.00002	230	0.00001	47	0.00001	127	0.00001	220	0.00001	56	0.00000	151	0.00001	131	0.00001	67	0.00001
Flaviflexus	1522056	G	143	0.00001	887	0.00004	247	0.00001	165	0.00000	109	0.00001	81	0.00001	169	0.00001	144	0.00001	190	0.00001	187	0.00001	205	0.00002
Winkia	2692118	G	69	0.00000	422	0.00002	76	0.00000	211	0.00001	46	0.00001	27	0.00000	59	0.00000	81	0.00001	94	0.00001	63	0.00000	25	0.00000
Mobiluncus	2050	G	69	0.00000	518	0.00002	134	0.00001	136	0.00000	117	0.00001	52	0.00001	166	0.00001	187	0.00001	160	0.00001	117	0.00001	74	0.00001
Actinobaculum	76833	G	66	0.00000	500	0.00002	99	0.00000	59	0.00000	22	0.00000	29	0.00000	55	0.00000	142	0.00001	93	0.00001	70	0.00001	63	0.00001
Actinotignum	1653174	G	52	0.00000	321	0.00001	92	0.00000	52	0.00000	22	0.00000	11	0.00000	36	0.00000	40	0.00000	62	0.00000	109	0.00001	37	0.00000
Rothia	32207	G	4998	0.00020	2363	0.00011	2470	0.00012	2592	0.00008	1607	0.00018	2634	0.00031	5705	0.00028	3420	0.00023	8494	0.00057	2641	0.00020	853	0.00008
Arthrobacter	1663	G	1250	0.00005	8493	0.00039	2693	0.00013	3418	0.00010	804	0.00009	747	0.00009	1706	0.00008	1132	0.00008	2527	0.00017	1735	0.00013	1200	0.00012
Pseudarthrobacter	1742993	G	555	0.00002	2868	0.00013	702	0.00003	1036	0.00003	284	0.00003	192	0.00002	584	0.00003	378	0.00003	969	0.00007	534	0.00004	363	0.00004
Kocuria	57493	G	407	0.00002	3496	0.00016	1072	0.00005	1946	0.00006	317	0.00004	227	0.00003	574	0.00003	1215	0.00008	1191	0.00008	804	0.00006	470	0.00005
Sinomonas	596707	G	350	0.00001	308	0.00001	112	0.00001	128	0.00000	27	0.00000	25	0.00000	61	0.00000	83	0.00001	81	0.00001	64	0.00000	71	0.00001
Glutamicibacter	1742989	G	300	0.00001	1526	0.00007	444	0.00002	426	0.00001	156	0.00002	108	0.00001	242	0.00001	201	0.00001	520	0.00004	419	0.00003	258	0.00003
Micrococcus	1269	G	121	0.00000	1562	0.00007	227	0.00001	298	0.00001	60	0.00001	46	0.00001	129	0.00001	126	0.00001	197	0.00001	216	0.00002	142	0.00001
Nesterenkonia	57494	G	69	0.00000	175	0.00001	113	0.00001	87	0.00000	4	0.00000	16	0.00000	87	0.00000	28	0.00000	91	0.00001	59	0.00000	46	0.00000
Neomicrococcus	1868332	G	65	0.00000	327	0.00002	100	0.00000	118	0.00000	44	0.00001	45	0.00001	81	0.00000	57	0.00000	55	0.00000	59	0.00000	78	0.00001
Paenarthrobacter	1742992	G	169	0.00001	751	0.00003	111	0.00001	206	0.00001	47	0.00001	17	0.00000	124	0.00001	19	0.00000	215	0.00001	108	0.00001	47	0.00000
Renibacterium	1645	G	36	0.00000	114	0.00001	20	0.00000	28	0.00000	5	0.00000	41	0.00000	91	0.00000	46	0.00000	67	0.00000	36	0.00000	42	0.00000
Zhihengliuella	370735	G	111	0.00000	307	0.00001	217	0.00001	45	0.00000	96	0.00001	32	0.00000	85	0.00000	100	0.00001	87	0.00001	189	0.00001	40	0.00000
Auritidibacter	1160973	G	24	0.00000	104	0.00000	34	0.00000	84	0.00000	8	0.00000	8	0.00000	32	0.00000	21	0.00000	102	0.00001	11	0.00000	11	0.00000
Citricoccus	169133	G	20	0.00000	260	0.00001	118	0.00001	45	0.00000	38	0.00000	18	0.00000	38	0.00000	26	0.00000	36	0.00000	68	0.00001	53	0.00001
Microbacterium	33882	G	2156	0.00009	14684	0.00068	4845	0.00023	4631	0.00014	1558	0.00018	1021	0.00012	2565	0.00013	1400	0.00009	4216	0.00028	3181	0.00025	1894	0.00019
Leucobacter	55968	G	423	0.00002	1484	0.00007	495	0.00002	609	0.00002	212	0.00002	171	0.00002	454	0.00002	342	0.00002	588	0.00004	439	0.00003	268	0.00003
Rathayibacter	33886	G	396	0.00002	2566	0.00012	713	0.00003	689	0.00002	230	0.00003	161	0.00002	365	0.00002	310	0.00002	765	0.00005	632	0.00005	376	0.00004
Glaciihabitans	1649454	G	350	0.00001	253	0.00001	118	0.00001	344	0.00001	113	0.00001	129	0.00002	244	0.00001	70	0.00000	180	0.00001	106	0.00001	36	0.00000
Agromyces	33877	G	333	0.00001	1480	0.00007	412	0.00002	652	0.00002	152	0.00002	92	0.00001	207	0.00001	162	0.00001	366	0.00002	373	0.00003	184	0.00002
Plantibacter	190323	G	224	0.00001	606	0.00003	153	0.00001	323	0.00001	90	0.00001	50	0.00001	104	0.00001	24	0.00000	283	0.00002	154	0.00001	78	0.00001
Leifsonia	110932	G	213	0.00001	1656	0.00008	508	0.00002	917	0.00003	282	0.00003	177	0.00002	485	0.00002	180	0.00001	681	0.00005	402	0.00003	252	0.00002
Rhodoluna	529883	G	111	0.00000	368	0.00002	194	0.00001	277	0.00001	39	0.00000	90	0.00001	192	0.00001	87	0.00001	189	0.00001	137	0.00001	81	0.00001
Candidatus Aquiluna	529881	G	82	0.00000	190	0.00001	145	0.00001	161	0.00000	111	0.00001	86	0.00001	243	0.00001	163	0.00001	152	0.00001	149	0.00001	81	0.00001
Curtobacterium	2034	G	152	0.00001	1432	0.00007	353	0.00002	354	0.00001	112	0.00001	87	0.00001	206	0.00001	137	0.00001	310	0.00002	296	0.00002	200	0.00002
Salinibacterium	235888	G	120	0.00000	1506	0.00007	313	0.00001	463	0.00001	147	0.00002	91	0.00001	275	0.00001	231	0.00002	352	0.00002	328	0.00003	181	0.00002
Mycetocola	76634	G	97	0.00000	430	0.00002	105	0.00000	168	0.00000	45	0.00001	41	0.00000	94	0.00000	75	0.00001	131	0.00001	108	0.00001	72	0.00001
Agrococcus	46352	G	97	0.00000	813	0.00004	322	0.00002	506	0.00001	109	0.00001	95	0.00001	216	0.00001	69	0.00000	404	0.00003	265	0.00002	214	0.00002
Cryobacterium	69578	G	80	0.00000	1659	0.00008	205	0.00001	329	0.00001	116	0.00001	40	0.00000	112	0.00001	186	0.00001	330	0.00002	213	0.00002	263	0.00003
Microterricola	518733	G	71	0.00000	750	0.00003	97	0.00000	153	0.00000	61	0.00001	35	0.00000	60	0.00000	72	0.00000	139	0.00001	98	0.00001	57	0.00001
Aurantimicrobium	1705353	G	62	0.00000	221	0.00001	113	0.00001	115	0.00000	34	0.00000	30	0.00000	67	0.00000	53	0.00000	88	0.00001	119	0.00001	27	0.00000
Clavibacter	1573	G	68	0.00000	789	0.00004	408	0.00002	227	0.00001	83	0.00001	59	0.00001	198	0.00001	67	0.00000	173	0.00001	182	0.00001	103	0.00001
Frondihabitans	447237	G	57	0.00000	607	0.00003	173	0.00001	673	0.00002	70	0.00001	24	0.00000	79	0.00000	47	0.00000	256	0.00002	99	0.00001	116	0.00001
Pontimonas	1434032	G	51	0.00000	87	0.00000	81	0.00000	30	0.00000	17	0.00000	3	0.00000	18	0.00000	58	0.00000	40	0.00000	22	0.00000	17	0.00000
Herbiconiux	881616	G	49	0.00000	334	0.00002	121	0.00001	172	0.00001	47	0.00001	20	0.00000	57	0.00000	30	0.00000	127	0.00001	82	0.00001	29	0.00000
Humibacter	427753	G	93	0.00000	977	0.00005	494	0.00002	501	0.00001	167	0.00002	103	0.00001	163	0.00001	145	0.00001	316	0.00002	317	0.00002	129	0.00001
Diaminobutyricimonas	1433997	G	31	0.00000	163	0.00001	123	0.00001	208	0.00001	19	0.00000	13	0.00000	26	0.00000	34	0.00000	118	0.00001	131	0.00001	60	0.00001
